I71,I72,I73,I74,I75
-0.7661290322580645,-2.4129821260583255,-1.876763875823142,2.638888888888889,-1.4395424836601307
-0.7661290322580645,-2.408278457196613,-1.883349012229539,2.6437908496732025,-1.4395424836601307
-0.7701612903225806,-2.4101599247412984,-1.881467544684854,2.6323529411764706,-1.4362745098039216
-0.7661290322580645,-2.409219190968956,-1.8777046095954846,2.619281045751634,-1.4362745098039216
-0.7540322580645161,-2.4101599247412984,-1.8795860771401693,2.6029411764705883,-1.4395424836601307
-0.7459677419354839,-2.4111006585136407,-1.8936970837253058,2.588235294117647,-1.4395424836601307
-0.7419354838709677,-2.413922859830668,-1.9049858889934148,2.581699346405229,-1.4379084967320261
-0.7379032258064516,-2.412041392285983,-1.9040451552210724,2.584967320261438,-1.4362745098039216
-0.7338709677419355,-2.4101599247412984,-1.9078080903104422,2.5947712418300655,-1.4362745098039216
-0.7217741935483871,-2.409219190968956,-1.909689557855127,2.593137254901961,-1.4411764705882353
-0.7137096774193549,-2.4129821260583255,-1.9068673565380998,2.5915032679738563,-1.4477124183006536
-0.7056451612903226,-2.4242709313264346,-1.9106302916274693,2.5866013071895426,-1.4509803921568627
-0.7056451612903226,-2.4158043273753527,-1.9134524929444967,2.5866013071895426,-1.4493464052287581
-0.7016129032258065,-2.4176857949200374,-1.9068673565380998,2.593137254901961,-1.4493464052287581
-0.6935483870967742,-2.413922859830668,-1.9049858889934148,2.5915032679738563,-1.4477124183006536
-0.6814516129032258,-2.4176857949200374,-1.9087488240827846,2.584967320261438,-1.4477124183006536
-0.6774193548387096,-2.4195672624647226,-1.901222953904045,2.570261437908497,-1.4493464052287581
-0.6774193548387096,-2.420507996237065,-1.9002822201317027,2.5473856209150325,-1.4509803921568627
-0.6693548387096774,-2.4214487300094074,-1.9078080903104422,2.5245098039215685,-1.4558823529411764
-0.6653225806451613,-2.4158043273753527,-1.9059266227657572,2.5065359477124183,-1.457516339869281
-0.6532258064516129,-2.4214487300094074,-1.9002822201317027,2.503267973856209,-1.4558823529411764
-0.6491935483870968,-2.425211665098777,-1.901222953904045,2.5212418300653594,-1.457516339869281
-0.6491935483870968,-2.4242709313264346,-1.901222953904045,2.5588235294117645,-1.457516339869281
-0.6532258064516129,-2.4261523988711193,-1.901222953904045,2.588235294117647,-1.4558823529411764
-0.6451612903225806,-2.4214487300094074,-1.901222953904045,2.6633986928104574,-1.4558823529411764
-0.6411290322580645,-2.4242709313264346,-1.90310442144873,2.787581699346405,-1.457516339869281
-0.6411290322580645,-2.42238946378175,-1.9059266227657572,2.8986928104575163,-1.4656862745098038
-0.6532258064516129,-2.423330197554092,-1.9087488240827846,2.9722222222222223,-1.4673202614379084
-0.6612903225806451,-2.4280338664158045,-1.9238005644402634,2.9820261437908497,-1.4656862745098038
-0.6653225806451613,-2.4261523988711193,-1.9322671683913453,2.9836601307189543,-1.4673202614379084
-0.6653225806451613,-2.4242709313264346,-1.9388523047977422,2.946078431372549,-1.4656862745098038
-0.6774193548387096,-2.428974600188147,-1.9379115710253998,2.8905228758169934,-1.4673202614379084
-0.6895161290322581,-2.428974600188147,-1.942615239887112,2.795751633986928,-1.4656862745098038
-0.7056451612903226,-2.4308560677328317,-1.929444967074318,2.6666666666666665,-1.4656862745098038
-0.7137096774193549,-2.4280338664158045,-1.889934148635936,2.599673202614379,-1.4673202614379084
-0.717741935483871,-2.4299153339604893,-1.8250235183443086,2.55718954248366,-1.4673202614379084
-0.7217741935483871,-2.4308560677328317,-1.727187206020696,2.511437908496732,-1.4705882352941178
-0.7338709677419355,-2.4327375352775165,-1.6265286923800564,2.5049019607843137,-1.4754901960784315
-0.7459677419354839,-2.431796801505174,-1.5277516462841016,2.5212418300653594,-1.473856209150327
-0.7540322580645161,-2.4327375352775165,-1.4703668861712136,2.537581699346405,-1.4705882352941178
-0.7540322580645161,-2.4327375352775165,-1.4590780809031043,2.531045751633987,-1.4689542483660132
-0.7540322580645161,-2.4299153339604893,-1.4571966133584195,2.5326797385620914,-1.4722222222222223
-0.7620967741935484,-2.431796801505174,-1.5117591721542802,2.549019607843137,-1.4722222222222223
-0.7701612903225806,-2.433678269049859,-1.5738476011288804,2.553921568627451,-1.473856209150327
-0.7782258064516129,-2.4327375352775165,-1.6218250235183442,2.553921568627451,-1.4705882352941178
-0.7741935483870968,-2.431796801505174,-1.6086547507055504,2.55718954248366,-1.4689542483660132
-0.7701612903225806,-2.433678269049859,-1.5823142050799623,2.560457516339869,-1.4705882352941178
-0.7701612903225806,-2.433678269049859,-1.6349952963311383,2.5620915032679736,-1.4689542483660132
-0.7782258064516129,-2.4308560677328317,-1.6726246472248354,2.5620915032679736,-1.4656862745098038
-0.782258064516129,-2.431796801505174,-1.6980244590780809,2.560457516339869,-1.4640522875816993
-0.782258064516129,-2.431796801505174,-1.7403574788334901,2.5637254901960786,-1.4656862745098038
-0.7782258064516129,-2.431796801505174,-1.7619943555973658,2.560457516339869,-1.4705882352941178
-0.7782258064516129,-2.433678269049859,-1.7949200376293508,2.560457516339869,-1.4673202614379084
-0.7862903225806451,-2.4355597365945436,-1.8400752587017875,2.5637254901960786,-1.4656862745098038
-0.7903225806451613,-2.4299153339604893,-1.8720602069614298,2.560457516339869,-1.4673202614379084
-0.7903225806451613,-2.4270931326434617,-1.878645343367827,2.566993464052288,-1.4689542483660132
-0.7862903225806451,-2.431796801505174,-1.8795860771401693,2.570261437908497,-1.4673202614379084
-0.7862903225806451,-2.425211665098777,-1.8889934148635936,2.570261437908497,-1.4656862745098038
-0.7903225806451613,-2.4195672624647226,-1.8946378174976481,2.5718954248366015,-1.4624183006535947
-0.7943548387096774,-2.413922859830668,-1.901222953904045,2.565359477124183,-1.4607843137254901
-0.7943548387096774,-2.4073377234242708,-1.9049858889934148,2.565359477124183,-1.457516339869281
-0.7862903225806451,-2.4045155221072436,-1.9049858889934148,2.5637254901960786,-1.4591503267973855
-0.7862903225806451,-2.4073377234242708,-1.901222953904045,2.565359477124183,-1.4558823529411764
-0.7903225806451613,-2.4101599247412984,-1.9040451552210724,2.570261437908497,-1.4526143790849673
-0.7983870967741935,-2.4063969896519284,-1.909689557855127,2.5718954248366015,-1.4558823529411764
-0.7983870967741935,-2.4063969896519284,-1.9087488240827846,2.5718954248366015,-1.4607843137254901
-0.7903225806451613,-2.400752587017874,-1.909689557855127,2.5751633986928106,-1.4558823529411764
-0.7903225806451613,-2.3998118532455317,-1.9078080903104422,2.566993464052288,-1.4542483660130718
-0.7983870967741935,-2.39134524929445,-1.9068673565380998,2.5588235294117645,-1.4493464052287581
-0.8024193548387096,-2.385700846660395,-1.9068673565380998,2.5555555555555554,-1.4395424836601307
-0.8024193548387096,-2.3847601128880527,-1.9106302916274693,2.570261437908497,-1.4297385620915033
-0.7943548387096774,-2.3781749764816555,-1.9049858889934148,2.5686274509803924,-1.423202614379085
-0.7903225806451613,-2.3706491063029165,-1.914393226716839,2.560457516339869,-1.4199346405228759
-0.7943548387096774,-2.365945437441204,-1.911571025399812,2.55718954248366,-1.423202614379085
-0.8024193548387096,-2.3640639698965193,-1.9087488240827846,2.5588235294117645,-1.423202614379085
-0.8024193548387096,-2.363123236124177,-1.9125117591721543,2.5588235294117645,-1.4183006535947713
-0.7983870967741935,-2.3668861712135465,-1.911571025399812,2.570261437908497,-1.4150326797385622
-0.7943548387096774,-2.3687676387582313,-1.9078080903104422,2.5751633986928106,-1.411764705882353
-0.7943548387096774,-2.3800564440263408,-1.909689557855127,2.566993464052288,-1.4150326797385622
-0.8024193548387096,-2.382878645343368,-1.9059266227657572,2.566993464052288,-1.4150326797385622
-0.8064516129032258,-2.377234242709313,-1.9078080903104422,2.566993464052288,-1.4183006535947713
-0.8024193548387096,-2.3734713076199436,-1.90310442144873,2.5620915032679736,-1.423202614379085
-0.7983870967741935,-2.379115710253998,-1.9068673565380998,2.5588235294117645,-1.4313725490196079
-0.7983870967741935,-2.38758231420508,-1.911571025399812,2.5555555555555554,-1.4379084967320261
-0.8064516129032258,-2.3932267168391346,-1.9134524929444967,2.55718954248366,-1.4444444444444444
-0.8064516129032258,-2.4195672624647226,-1.9200376293508936,2.553921568627451,-1.4591503267973855
-0.8064516129032258,-2.4280338664158045,-1.9219190968955786,2.5506535947712417,-1.4640522875816993
-0.8024193548387096,-2.425211665098777,-1.9209783631232362,2.5506535947712417,-1.473856209150327
-0.8064516129032258,-2.431796801505174,-1.9134524929444967,2.549019607843137,-1.4705882352941178
-0.8064516129032258,-2.4355597365945436,-1.9200376293508936,2.5473856209150325,-1.4705882352941178
-0.8145161290322581,-2.4299153339604893,-1.9181561618062088,2.5408496732026142,-1.4705882352941178
-0.8145161290322581,-2.4355597365945436,-1.9200376293508936,2.5359477124183005,-1.473856209150327
-0.8064516129032258,-2.433678269049859,-1.9181561618062088,2.534313725490196,-1.4705882352941178
-0.8024193548387096,-2.4355597365945436,-1.916274694261524,2.534313725490196,-1.4624183006535947
-0.8064516129032258,-2.4412041392285984,-1.916274694261524,2.553921568627451,-1.4640522875816993
-0.8104838709677419,-2.4374412041392284,-1.9247412982126058,2.55718954248366,-1.4689542483660132
-0.8104838709677419,-2.4374412041392284,-1.9266227657572907,2.549019607843137,-1.4673202614379084
-0.8024193548387096,-2.436500470366886,-1.9275634995296331,2.552287581699346,-1.4640522875816993
-0.8024193548387096,-2.4346190028222012,-1.9238005644402634,2.549019607843137,-1.4640522875816993
-0.8104838709677419,-2.438381937911571,-1.9266227657572907,2.549019607843137,-1.4656862745098038
-0.8145161290322581,-2.4346190028222012,-1.9256820319849484,2.5441176470588234,-1.4722222222222223
-0.8145161290322581,-2.4374412041392284,-1.9247412982126058,2.5506535947712417,-1.4787581699346406
-0.8104838709677419,-2.431796801505174,-1.9256820319849484,2.5620915032679736,-1.4901960784313726
-0.8064516129032258,-2.4393226716839136,-1.9266227657572907,2.573529411764706,-1.5065359477124183
-0.8104838709677419,-2.4355597365945436,-1.929444967074318,2.573529411764706,-1.5212418300653594
-0.8185483870967742,-2.4355597365945436,-1.9303857008466605,2.5800653594771243,-1.522875816993464
-0.8185483870967742,-2.438381937911571,-1.9322671683913453,2.5866013071895426,-1.511437908496732
-0.8145161290322581,-2.436500470366886,-1.9322671683913453,2.588235294117647,-1.4934640522875817
-0.8064516129032258,-2.438381937911571,-1.9350893697083724,2.5800653594771243,-1.4754901960784315
-0.8145161290322581,-2.4468485418626527,-1.9275634995296331,2.5784313725490198,-1.4444444444444444
-0.8185483870967742,-2.45343367826905,-1.929444967074318,2.576797385620915,-1.369281045751634
-0.8225806451612904,-2.4637817497648165,-1.9209783631232362,2.584967320261438,-1.2892156862745099
-0.8145161290322581,-2.444967074317968,-1.9181561618062088,2.5898692810457518,-1.2205882352941178
-0.8064516129032258,-2.4374412041392284,-1.9153339604891815,2.5866013071895426,-1.1993464052287581
-0.8104838709677419,-2.4148635936030103,-1.9181561618062088,2.5898692810457518,-1.2124183006535947
-0.8185483870967742,-2.3697083725305736,-1.9078080903104422,2.5866013071895426,-1.2156862745098038
-0.8185483870967742,-2.288805268109125,-1.9049858889934148,2.584967320261438,-1.2401960784313726
-0.8104838709677419,-2.203198494825964,-1.9021636876763877,2.588235294117647,-1.2892156862745099
-0.8064516129032258,-2.079962370649106,-1.901222953904045,2.588235294117647,-1.3758169934640523
-0.8024193548387096,-1.9444967074317967,-1.898400752587018,2.588235294117647,-1.4395424836601307
-0.8145161290322581,-1.824082784571966,-1.8993414863593603,2.588235294117647,-1.4673202614379084
-0.8145161290322581,-1.7064910630291628,-1.8946378174976481,2.5866013071895426,-1.5032679738562091
-0.8145161290322581,-1.6378174976481656,-1.8946378174976481,2.5833333333333335,-1.5130718954248366
-0.8104838709677419,-1.636876763875823,-1.8936970837253058,2.576797385620915,-1.5
-0.8104838709677419,-1.6773283160865475,-1.8918156161806208,2.573529411764706,-1.4901960784313726
-0.8145161290322581,-1.7610536218250235,-1.8918156161806208,2.5751633986928106,-1.4869281045751634
-0.8185483870967742,-1.825964252116651,-1.8927563499529634,2.576797385620915,-1.488562091503268
-0.8185483870967742,-1.8918156161806208,-1.8889934148635936,2.5751633986928106,-1.4901960784313726
-0.8104838709677419,-1.967074317968015,-1.8955785512699905,2.5620915032679736,-1.4836601307189543
-0.8104838709677419,-2.0498588899341486,-1.8861712135465662,2.566993464052288,-1.4836601307189543
-0.8104838709677419,-2.0978363123236123,-1.8871119473189089,2.5718954248366015,-1.4836601307189543
-0.8145161290322581,-2.1589840075258704,-1.8861712135465662,2.570261437908497,-1.4836601307189543
-0.8145161290322581,-2.2041392285983066,-1.8889934148635936,2.5718954248366015,-1.4803921568627452
-0.8104838709677419,-2.2605832549388523,-1.8889934148635936,2.573529411764706,-1.4836601307189543
-0.8104838709677419,-2.311382878645343,-1.8955785512699905,2.5637254901960786,-1.4852941176470589
-0.8104838709677419,-2.363123236124177,-1.8946378174976481,2.5620915032679736,-1.4852941176470589
-0.8185483870967742,-2.3904045155221074,-1.8908748824082784,2.5620915032679736,-1.4803921568627452
-0.8185483870967742,-2.4016933207902165,-1.8936970837253058,2.5637254901960786,-1.477124183006536
-0.8145161290322581,-2.4063969896519284,-1.8955785512699905,2.5555555555555554,-1.477124183006536
-0.8104838709677419,-2.408278457196613,-1.8946378174976481,2.5555555555555554,-1.477124183006536
-0.8145161290322581,-2.4129821260583255,-1.8889934148635936,2.553921568627451,-1.477124183006536
-0.8225806451612904,-2.416745061147695,-1.8936970837253058,2.552287581699346,-1.4803921568627452
-0.8225806451612904,-2.416745061147695,-1.8936970837253058,2.5506535947712417,-1.4803921568627452
-0.8145161290322581,-2.420507996237065,-1.8936970837253058,2.549019607843137,-1.4803921568627452
-0.8104838709677419,-2.4214487300094074,-1.8955785512699905,2.542483660130719,-1.4820261437908497
-0.8185483870967742,-2.4270931326434617,-1.8927563499529634,2.5408496732026142,-1.4803921568627452
-0.8185483870967742,-2.4214487300094074,-1.8918156161806208,2.526143790849673,-1.4787581699346406
-0.8145161290322581,-2.423330197554092,-1.8927563499529634,2.5326797385620914,-1.4754901960784315
-0.8145161290322581,-2.423330197554092,-1.898400752587018,2.542483660130719,-1.4705882352941178
-0.8145161290322581,-2.423330197554092,-1.8993414863593603,2.5392156862745097,-1.4754901960784315
-0.8145161290322581,-2.4242709313264346,-1.8974600188146755,2.545751633986928,-1.477124183006536
-0.8185483870967742,-2.42238946378175,-1.9040451552210724,2.545751633986928,-1.4754901960784315
-0.8225806451612904,-2.425211665098777,-1.9002822201317027,2.542483660130719,-1.4754901960784315
-0.8185483870967742,-2.42238946378175,-1.9049858889934148,2.542483660130719,-1.4754901960784315
-0.8104838709677419,-2.420507996237065,-1.896519285042333,2.5441176470588234,-1.477124183006536
-0.8145161290322581,-2.4214487300094074,-1.8974600188146755,2.5408496732026142,-1.477124183006536
-0.8185483870967742,-2.4186265286923803,-1.90310442144873,2.5359477124183005,-1.473856209150327
-0.8185483870967742,-2.42238946378175,-1.9078080903104422,2.5359477124183005,-1.473856209150327
-0.8185483870967742,-2.4186265286923803,-1.9059266227657572,2.537581699346405,-1.4754901960784315
-0.8145161290322581,-2.4186265286923803,-1.8993414863593603,2.5408496732026142,-1.473856209150327
-0.8145161290322581,-2.420507996237065,-1.901222953904045,2.5408496732026142,-1.473856209150327
-0.8225806451612904,-2.4214487300094074,-1.911571025399812,2.5408496732026142,-1.4722222222222223
-0.8266129032258065,-2.4195672624647226,-1.9040451552210724,2.5408496732026142,-1.4754901960784315
-0.8225806451612904,-2.4186265286923803,-1.9059266227657572,2.5359477124183005,-1.4754901960784315
-0.8185483870967742,-2.4214487300094074,-1.90310442144873,2.5359477124183005,-1.473856209150327
-0.8185483870967742,-2.425211665098777,-1.9059266227657572,2.534313725490196,-1.4754901960784315
-0.8225806451612904,-2.4261523988711193,-1.9002822201317027,2.5392156862745097,-1.477124183006536
-0.8306451612903226,-2.42238946378175,-1.9059266227657572,2.545751633986928,-1.4836601307189543
-0.8266129032258065,-2.42238946378175,-1.901222953904045,2.545751633986928,-1.4836601307189543
-0.8266129032258065,-2.4242709313264346,-1.9078080903104422,2.5441176470588234,-1.4803921568627452
-0.8225806451612904,-2.4261523988711193,-1.9087488240827846,2.537581699346405,-1.4803921568627452
-0.8266129032258065,-2.4270931326434617,-1.9021636876763877,2.5359477124183005,-1.4803921568627452
-0.8306451612903226,-2.425211665098777,-1.9021636876763877,2.5392156862745097,-1.4820261437908497
-0.8266129032258065,-2.4270931326434617,-1.8993414863593603,2.545751633986928,-1.4803921568627452
-0.8185483870967742,-2.4308560677328317,-1.9049858889934148,2.5441176470588234,-1.4836601307189543
-0.8185483870967742,-2.4327375352775165,-1.9021636876763877,2.5408496732026142,-1.4836601307189543
-0.8185483870967742,-2.4355597365945436,-1.90310442144873,2.5326797385620914,-1.4852941176470589
-0.8266129032258065,-2.443085606773283,-1.901222953904045,2.531045751633987,-1.4836601307189543
-0.8266129032258065,-2.4412041392285984,-1.901222953904045,2.5441176470588234,-1.4836601307189543
-0.8185483870967742,-2.438381937911571,-1.9002822201317027,2.5441176470588234,-1.4852941176470589
-0.8145161290322581,-2.440263405456256,-1.9040451552210724,2.5359477124183005,-1.4869281045751634
-0.8185483870967742,-2.443085606773283,-1.90310442144873,2.534313725490196,-1.4901960784313726
-0.8266129032258065,-2.443085606773283,-1.901222953904045,2.5359477124183005,-1.4918300653594772
-0.8266129032258065,-2.4412041392285984,-1.9078080903104422,2.5326797385620914,-1.4918300653594772
-0.8185483870967742,-2.438381937911571,-1.9040451552210724,2.5326797385620914,-1.4950980392156863
-0.8145161290322581,-2.4393226716839136,-1.9078080903104422,2.5392156862745097,-1.4950980392156863
-0.8185483870967742,-2.436500470366886,-1.9106302916274693,2.542483660130719,-1.5
-0.8225806451612904,-2.433678269049859,-1.909689557855127,2.549019607843137,-1.5016339869281046
-0.8225806451612904,-2.4308560677328317,-1.9087488240827846,2.552287581699346,-1.5
-0.8145161290322581,-2.4214487300094074,-1.916274694261524,2.5555555555555554,-1.5032679738562091
-0.8064516129032258,-2.4214487300094074,-1.9106302916274693,2.5555555555555554,-1.5016339869281046
-0.8024193548387096,-2.4129821260583255,-1.9049858889934148,2.5620915032679736,-1.5032679738562091
-0.8064516129032258,-2.4111006585136407,-1.9059266227657572,2.5800653594771243,-1.5049019607843137
-0.8064516129032258,-2.4035747883349012,-1.909689557855127,2.581699346405229,-1.5032679738562091
-0.7983870967741935,-2.3979303857008465,-1.901222953904045,2.5833333333333335,-1.5
-0.7943548387096774,-2.396989651928504,-1.901222953904045,2.581699346405229,-1.5016339869281046
-0.7903225806451613,-2.3998118532455317,-1.909689557855127,2.584967320261438,-1.5
-0.7983870967741935,-2.3960489181561617,-1.9087488240827846,2.5800653594771243,-1.4950980392156863
-0.8064516129032258,-2.3951081843838193,-1.898400752587018,2.573529411764706,-1.4901960784313726
-0.7983870967741935,-2.39134524929445,-1.901222953904045,2.581699346405229,-1.4869281045751634
-0.7862903225806451,-2.3904045155221074,-1.9021636876763877,2.6013071895424837,-1.4820261437908497
-0.782258064516129,-2.394167450611477,-1.9059266227657572,2.6094771241830066,-1.4754901960784315
-0.782258064516129,-2.3932267168391346,-1.9002822201317027,2.6029411764705883,-1.4705882352941178
-0.7782258064516129,-2.3932267168391346,-1.896519285042333,2.59640522875817,-1.4722222222222223
-0.7741935483870968,-2.394167450611477,-1.8936970837253058,2.5915032679738563,-1.4689542483660132
-0.7741935483870968,-2.3951081843838193,-1.889934148635936,2.5898692810457518,-1.4673202614379084
-0.7782258064516129,-2.3960489181561617,-1.8927563499529634,2.5784313725490198,-1.4624183006535947
-0.782258064516129,-2.394167450611477,-1.8852304797742239,2.5637254901960786,-1.4673202614379084
-0.782258064516129,-2.398871119473189,-1.8955785512699905,2.5555555555555554,-1.4673202614379084
-0.782258064516129,-2.394167450611477,-1.9068673565380998,2.549019607843137,-1.4607843137254901
-0.7741935483870968,-2.394167450611477,-1.8946378174976481,2.5294117647058822,-1.4607843137254901
-0.7741935483870968,-2.3960489181561617,-1.9040451552210724,2.5179738562091503,-1.4591503267973855
-0.782258064516129,-2.396989651928504,-1.8805268109125117,2.5179738562091503,-1.457516339869281
-0.7943548387096774,-2.394167450611477,-1.8880526810912512,2.519607843137255,-1.457516339869281
-0.8064516129032258,-2.3904045155221074,-1.8824082784571967,2.519607843137255,-1.4509803921568627
-0.8104838709677419,-2.394167450611477,-1.876763875823142,2.5212418300653594,-1.4509803921568627
-0.8145161290322581,-2.3960489181561617,-1.8946378174976481,2.5212418300653594,-1.4542483660130718
-0.8145161290322581,-2.3979303857008465,-1.8880526810912512,2.514705882352941,-1.4558823529411764
-0.8266129032258065,-2.4016933207902165,-1.8871119473189089,2.5163398692810457,-1.4526143790849673
-0.8306451612903226,-2.4063969896519284,-1.8880526810912512,2.5212418300653594,-1.4526143790849673
-0.8266129032258065,-2.3998118532455317,-1.8645343367826905,2.514705882352941,-1.4542483660130718
-0.8185483870967742,-2.405456255879586,-1.870178739416745,2.5098039215686274,-1.4509803921568627
-0.8185483870967742,-2.402634054562559,-1.8927563499529634,2.5,-1.4558823529411764
-0.8306451612903226,-2.402634054562559,-1.878645343367827,2.468954248366013,-1.4624183006535947
-0.8306451612903226,-2.4035747883349012,-1.870178739416745,2.450980392156863,-1.4656862745098038
-0.8104838709677419,-2.4016933207902165,-1.8842897460018815,2.4411764705882355,-1.4656862745098038
-0.7782258064516129,-2.4016933207902165,-1.8871119473189089,2.4493464052287583,-1.4640522875816993
-0.7379032258064516,-2.4035747883349012,-1.889934148635936,2.4836601307189543,-1.4624183006535947
-0.6854838709677419,-2.4063969896519284,-1.8927563499529634,2.522875816993464,-1.4656862745098038
-0.6290322580645161,-2.4063969896519284,-1.878645343367827,2.588235294117647,-1.4624183006535947
-0.5645161290322581,-2.4035747883349012,-1.8842897460018815,2.69281045751634,-1.4640522875816993
-0.5080645161290323,-2.405456255879586,-1.8645343367826905,2.80718954248366,-1.4624183006535947
-0.4637096774193548,-2.4063969896519284,-1.889934148635936,2.883986928104575,-1.4624183006535947
-0.4274193548387097,-2.4101599247412984,-1.8993414863593603,2.8758169934640523,-1.4624183006535947
-0.40725806451612906,-2.408278457196613,-1.9049858889934148,2.8823529411764706,-1.4673202614379084
-0.3911290322580645,-2.408278457196613,-1.8936970837253058,2.8790849673202614,-1.4689542483660132
-0.36693548387096775,-2.408278457196613,-1.8936970837253058,2.854575163398693,-1.4656862745098038
-0.3387096774193548,-2.408278457196613,-1.911571025399812,2.80718954248366,-1.4640522875816993
-0.31048387096774194,-2.409219190968956,-1.916274694261524,2.668300653594771,-1.4640522875816993
-0.2862903225806452,-2.4129821260583255,-1.8955785512699905,2.5473856209150325,-1.4705882352941178
-0.25,-2.4073377234242708,-1.8918156161806208,2.4950980392156863,-1.4754901960784315
-0.20161290322580644,-2.4101599247412984,-1.9059266227657572,2.44281045751634,-1.4754901960784315
-0.1693548387096774,-2.4129821260583255,-1.911571025399812,2.423202614379085,-1.4754901960784315
-0.1975806451612903,-2.4129821260583255,-1.9068673565380998,2.4313725490196076,-1.4705882352941178
-0.25806451612903225,-2.4101599247412984,-1.8927563499529634,2.4411764705882355,-1.4722222222222223
-0.3387096774193548,-2.412041392285983,-1.9200376293508936,2.4526143790849675,-1.4754901960784315
-0.43951612903225806,-2.408278457196613,-1.8946378174976481,2.4607843137254903,-1.4754901960784315
-0.5201612903225806,-2.409219190968956,-1.898400752587018,2.473856209150327,-1.4787581699346406
-0.6129032258064516,-2.409219190968956,-1.909689557855127,2.480392156862745,-1.477124183006536
-0.6895161290322581,-2.4073377234242708,-1.9256820319849484,2.4820261437908497,-1.473856209150327
-0.7379032258064516,-2.4073377234242708,-1.9181561618062088,2.488562091503268,-1.4656862745098038
-0.7620967741935484,-2.4073377234242708,-1.9125117591721543,2.4901960784313726,-1.4656862745098038
-0.7782258064516129,-2.4045155221072436,-1.9049858889934148,2.4869281045751634,-1.4722222222222223
-0.7983870967741935,-2.4063969896519284,-1.9172154280338665,2.4836601307189543,-1.4705882352941178
-0.8185483870967742,-2.4045155221072436,-1.9369708372530574,2.4820261437908497,-1.4673202614379084
-0.8266129032258065,-2.400752587017874,-1.9181561618062088,2.491830065359477,-1.4673202614379084
