ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-33,-34,-30,-14,-10,11.0,21,69.0,63.0,78.0
-27,-33,-25,-7,-15,13.0,21,68.0,65.0,74.0
-30,-33,-27,-50,-11,16.0,33,68.0,62.0,75.0
-27,-32,-25,-7,-11,12.0,15,21.0,18.0,24.0
-37,-39,-33,-33,-11,11.0,43,39.0,30.0,43.0
-32,-34,-28,-8,-11,13.0,34,23.0,20.0,27.0
-32,-34,-29,-8,-10,13.0,28,25.0,22.0,28.0
-35,-37,-33,-8,-10,,29,,,
-29,-32,-27,-7,-10,14.0,24,70.0,67.0,77.0
-35,-37,-33,-7,-11,11.0,24,68.0,65.0,75.0
-32,-36,-30,-8,-11,13.0,16,66.0,64.0,73.0
-31,-36,-27,-18,-9,10.0,39,67.0,63.0,73.0
-26,-28,-24,-11,-9,7.0,9,17.0,14.0,21.0
-36,-37,-32,-12,-9,10.0,9,71.0,70.0,75.0
-25,-28,-23,-8,-12,14.0,32,24.0,20.0,29.0
-37,-39,-34,-22,-9,15.0,20,74.0,69.0,75.0
-39,-41,-35,-8,-13,14.0,22,69.0,62.0,76.0
-37,-40,-34,-10,-12,18.0,36,70.0,67.0,80.0
-35,-38,-29,-39,-11,17.0,20,64.0,59.0,71.0
-31,-34,-28,-9,-12,15.0,18,62.0,58.0,68.0
-36,-38,-33,-11,-8,12.0,20,32.0,30.0,37.0
-30,-34,-23,-14,-10,12.0,26,62.0,53.0,66.0
-28,-31,-27,-52,-11,,44,,,
-29,-32,-27,-49,-9,11.0,38,69.0,65.0,71.0
-31,-35,-28,-9,-11,,49,,,
-29,-32,-27,-17,-11,12.0,34,70.0,63.0,80.0
-33,-36,-32,-11,-8,12.0,27,65.0,63.0,82.0
-28,-33,-25,-15,-12,17.0,14,18.0,15.0,22.0
-34,-39,-32,-22,-9,15.0,34,31.0,28.0,35.0
-33,-35,-30,-30,-9,14.0,30,71.0,66.0,81.0
-33,-36,-31,-23,-9,11.0,14,73.0,70.0,82.0
-29,-31,-28,-67,-9,14.0,37,69.0,64.0,77.0
-34,-36,-30,-15,-11,13.0,22,58.0,53.0,65.0
-33,-36,-32,-52,-8,14.0,30,53.0,50.0,60.0
-35,-38,-28,-9,-13,12.0,27,55.0,49.0,62.0
-31,-37,-26,-26,-9,10.0,17,59.0,52.0,64.0
-32,-35,-28,-13,-10,15.0,20,58.0,52.0,64.0
-27,-31,-23,-8,-10,12.0,33,61.0,53.0,66.0
-31,-32,-28,-15,-10,10.0,23,61.0,57.0,69.0
-41,-43,-35,-8,-13,14.0,35,60.0,56.0,65.0
-35,-38,-32,-7,-10,11.0,22,62.0,55.0,68.0
-32,-34,-28,-7,-9,14.0,17,63.0,55.0,69.0
