ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-31,-34,-29,-23,-8,6,20,27,25,29
-36,-38,-34,-11,-9,5,20,36,33,39
-25,-29,-23,-6,-9,5,15,21,19,23
-27,-30,-25,-5,-8,7,18,19,17,21
-21,-23,-19,-14,-8,8,12,30,28,32
-28,-30,-25,-8,-8,6,17,26,24,30
-40,-42,-38,-4,-7,6,21,36,33,41
-21,-24,-18,-16,-3,13,31,58,57,61
-25,-27,-23,-5,-8,11,15,30,25,32
-29,-30,-26,-18,-7,6,11,37,35,44
-20,-22,-18,-11,-9,12,17,25,23,28
-25,-26,-21,-6,-9,9,15,27,23,29
-23,-25,-21,-13,-7,6,16,37,36,40
-32,-34,-29,-5,-7,8,12,34,32,36
-24,-27,-22,-14,-7,9,12,36,35,42
-35,-37,-33,-9,-3,6,13,29,26,33
-31,-33,-27,-5,-8,5,16,19,15,23
-32,-35,-30,-5,-7,7,15,22,20,24
-21,-24,-18,-5,-8,7,12,29,27,30
-29,-32,-26,-8,-6,6,13,54,50,55
-29,-31,-27,-4,-7,7,17,34,31,35
-31,-33,-29,-11,-7,6,14,36,34,43
-27,-28,-25,-7,-6,7,14,20,18,22
-28,-30,-24,-8,-7,10,28,20,18,22
-21,-23,-20,-34,-8,11,14,40,37,45
-26,-28,-25,-28,-8,5,15,39,36,40
-30,-33,-28,-7,-10,5,24,56,52,60
-31,-33,-28,-10,-9,4,15,39,36,45
-25,-27,-23,-6,-9,8,13,40,39,44
-28,-29,-26,-34,-9,9,15,28,26,30
-24,-28,-21,-7,-10,12,17,38,35,41
-28,-29,-26,-6,-9,10,13,29,27,31
-28,-30,-26,-9,-7,9,13,33,30,35
-25,-27,-24,-12,-8,8,16,29,28,31
-33,-35,-32,-22,-9,6,13,18,16,20
-22,-23,-20,-5,-4,4,13,19,18,21
-25,-27,-23,-6,-4,5,15,57,55,58
-24,-26,-22,-5,-7,6,15,38,35,44
-21,-24,-20,-5,-3,7,13,53,51,54
-27,-29,-25,-51,-8,10,18,40,37,46
-26,-27,-24,-6,-8,9,15,20,17,23
-50,-51,-48,-9,-8,8,19,20,19,23
-26,-27,-22,-11,-8,6,16,26,24,28
-23,-26,-20,-31,-10,7,19,28,27,31
-22,-24,-21,-5,-8,11,15,59,57,59
-31,-33,-29,-9,-7,9,16,38,35,41
-33,-34,-31,-4,-6,8,14,32,31,34
-24,-27,-22,-7,-9,8,13,41,37,44
-31,-33,-30,-5,-7,8,15,26,24,30
-33,-35,-29,-6,-9,6,17,34,31,38
-22,-23,-18,-5,-8,3,12,16,15,19
-38,-40,-35,-6,-3,8,15,17,14,19
-31,-33,-29,-8,-2,6,9,17,15,18
-22,-25,-20,-5,-8,7,16,25,24,29
-30,-32,-26,-11,-6,6,11,61,60,63
-26,-28,-24,-14,-6,7,14,34,31,37
-26,-28,-24,-13,-9,6,15,37,32,42
-27,-29,-25,-13,-8,10,16,28,23,30
